City,Pickup Location,Drop Location,Distance (km),Vehicle Type,Estimated Duration (min),Pickup Latitude,Pickup Longitude,Drop Latitude,Drop Longitude,Pickup Area Type,Drop Area Type,Weather Condition,Temperature Level,Rainfall Intensity,Traffic Level,Road Type,Number of Stops Added,Time Slot,Day Type,Holiday,Busy Day,Trip Date,Fare (Target)
Mumbai,Kokilaben Hospital Andheri,Worli,14.99,Auto,52.0,19.13,72.83,,72.8162,Hospital,Residential,Heavy Rain,Pleasant,Moderate,High,Highway,1.0,Late Night,Weekday,Yes,Normal,1/22/2025,2076
Delhi,Rohini,Karol Bagh (nearby),23.1,Sedan,49.7,28.7495,77.0565,28.6385,77.2021,Residential,Residential,Rain,Cold,Heavy,Low,Expressway,6.0,Midday,Weekday,Yes,Festival,5/14/2025,807
Chennai -> Pondicherry,"Koyambedu Bus Stand, Chennai",Pondicherry City Centre,179.47,Sedan,207.1,13.07,80.1959,11.9416,79.8083,Commercial,Residential,Fog,Cold,,Low,Expressway,0.0,Night,Weekday,No,Normal,8/15/2025,3362
Mumbai,Worli (nearby),Chhatrapati Shivaji Maharaj Terminus (nearby),15.81,SUV,40.7,19.032,72.805,18.9296,72.8438,Residential,Railway Station,Cloudy,Cold,,Moderate,City Road,0.0,Midday,Weekday,No,Normal,4/30/2025,30
Chennai,Anna University,Phoenix Marketcity Chennai (nearby),2.68,Auto,8.1,13.0108,80.2353,12.9994,80.2172,College,Mall,Clear,Pleasant,,High,Expressway,0.0,Evening Rush,Weekend,No,Normal,6/22/2025,235
Delhi,Indira Gandhi International Airport,Delhi University North Campus (nearby),24.81,Mini,55.9,28.5562,77.1,28.6738,77.2213,Airport,College,Heavy Rain,Cold,Heavy,Moderate,Highway,1.0,Late Night,Weekday,Yes,Normal,6/18/2025,1931
Hyderabad,Rajiv Gandhi Intl Airport (Shamshabad) (nearby),Apollo Hospital Jubilee Hills,30.54,Auto,67.4,17.2329,78.442,17.4272,78.4076,Airport,Hospital,Cloudy,Pleasant,,High,Highway,1.0,Evening,Weekend,Yes,Normal,11/22/2025,1474
Bangalore,Malleswaram,Indiranagar,10.37,Mini,25.0,13.0037,77.573,12.9719,77.6412,Residential,Residential,Clear,Pleasant,,Low,City Road,1.0,Midday,Weekday,Yes,Normal,2/26/2025,30
Chennai,Pondicherry City Centre,OMR IT Corridor Sholinganallur,159.99,Auto,496.8,11.9416,79.8083,12.901,80.2279,Residential,IT Park,Clear,Hot,,High,City Road,2.0,Evening Rush,Weekday,Yes,Normal,1/23/2025,3488
Hyderabad,Kukatpally,MGBS Bus Station (nearby),20.28,Auto,45.9,17.4849,78.4138,17.37,78.4989,Residential,Bus Stand,Clear,Pleasant,,Low,City Road,2.0,Evening Rush,Weekday,No,Normal,9/1/2025,30
Chennai,Tidel Park,Chennai International Airport,10.43,SUV,24.2,12.9889,80.2437,12.9941,80.1709,IT Park,Airport,Cloudy,Cold,,Low,City Road,0.0,Evening Rush,Weekend,Yes,Normal,7/26/2025,30
Mumbai,Juhu,Infiniti Mall Malad,9.19,Mini,15.2,19.1075,72.8263,19.1759,72.8397,Residential,Mall,Cloudy,Very Hot,,Moderate,Highway,0.0,Late Night,Weekday,No,Major Event,4/14/2025,1399
Mumbai,Lower Parel (nearby),Bandra,6.51,Mini,15.1,19.0089,72.8337,19.0596,72.8295,Commercial,Residential,Cloudy,Cold,,Moderate,Highway,0.0,Night,Weekday,Yes,Normal,7/15/2025,30
Bangalore -> Chennai,"Electronic City, Bangalore","T Nagar, Chennai",345.93,Black,336.1,12.8452,77.6602,13.0418,80.2341,Commercial,Residential,Cloudy,Hot,,Low,Expressway,0.0,Night,Weekday,No,Normal,9/18/2025,12213
Chennai,AG-DMS Metro Station,Anna University (nearby),5.44,Auto,19.4,13.0475,80.2437,13.0078,80.2391,Metro Station,College,Clear,Pleasant,,Moderate,City Road,0.0,Midday,Weekday,Yes,Public Holiday,4/9/2025,30
Mumbai,Borivali (nearby),Thane,16.56,XL,32.1,19.2348,72.844,19.2183,72.9781,Residential,Residential,Rain,Cold,Light,Moderate,Highway,1.0,Evening,Weekday,No,Normal,1/23/2025,1001
Delhi,Connaught Place,Saket,16.08,Auto,66.4,28.6315,77.2167,28.5245,77.2066,Commercial,Residential,Fog,Pleasant,,High,City Road,2.0,Night,Weekday,Yes,Normal,8/15/2025,30
Chennai,Apollo Hospital Greams Road,,1.83,Sedan,4.1,13.0604,80.2496,13.0594,80.2599,Hospital,Mall,Cloudy,Warm,,Low,Expressway,0.0,Night,Weekday,No,Major Event,2/5/2025,248
Hyderabad,Ameerpet Metro Station,Osmania University,10.5,SUV,25.3,17.4374,78.4487,17.4126,78.5277,Metro Station,College,Cloudy,Warm,,High,Highway,3.0,Midday,Weekend,Yes,Normal,10/11/2025,30
Chennai,T Nagar,Phoenix Marketcity Chennai,6.98,Comfort,22.0,13.0418,80.2341,12.9909,80.2183,Commercial,Mall,Clear,Pleasant,,Low,City Road,2.0,Evening,Weekday,No,Normal,5/29/2025,34
Pune,Kalyani Nagar (nearby),Shivajinagar Railway Station,6.13,Bike,12.2,18.5525,73.8911,18.5308,73.8475,Residential,Railway Station,Cloudy,Pleasant,,Low,Highway,1.0,Morning Rush,Weekend,Yes,Normal,6/21/2025,30
Chennai,T Nagar,Phoenix Marketcity Chennai (nearby),6.93,Auto,19.7,13.0418,80.2341,12.9994,80.2172,Commercial,Mall,Rain,Pleasant,Heavy,Moderate,City Road,1.0,Night,Weekday,Yes,Normal,12/9/2025,30
Bangalore,Narayana Health City,Byappanahalli Metro Station,25.66,Auto,36.4,12.8107,77.6858,12.9915,77.6376,Hospital,Metro Station,Clear,Very Hot,,High,Expressway,0.0,Midday,Weekday,No,Normal,12/17/2025,1601
Mumbai,Mumbai University Kalina,Vashi Navi Mumbai,16.01,Auto,21.2,19.0728,72.8826,19.0771,73.0053,College,Residential,Rain,Pleasant,Moderate,Low,Highway,0.0,Late Night,Weekday,Yes,Public Holiday,2/27/2025,586
Hyderabad,Ameerpet Metro Station,Warangal City Centre,189.73,Bike,466.1,17.4374,78.4487,17.9689,79.5941,Metro Station,Residential,Cloudy,Pleasant,,,Expressway,1.0,Late Night,Weekday,No,Normal,3/31/2025,2023
Chennai,Chennai International Airport (nearby),AG-DMS Metro Station (nearby),13.95,Mini,27.9,12.9908,80.1721,13.0569,80.2458,Airport,Metro Station,Heavy Rain,Pleasant,Heavy,Low,City Road,3.0,Evening Rush,Weekend,No,Normal,6/15/2025,1203
Hyderabad,Inorbit Mall HITEC City,Banjara Hills,7.81,Mini,10.4,17.4344,78.3821,17.4156,78.4347,Mall,Residential,Clear,Warm,,Low,Highway,0.0,Evening Rush,Weekday,Yes,Normal,6/10/2025,30
Delhi,Saket,New Delhi Railway Station,16.62,Sedan,21.8,28.5245,77.2066,28.643,77.2194,Residential,Railway Station,Clear,Warm,,High,Expressway,0.0,Morning Rush,Weekday,No,Normal,2/20/2025,533
Pune,Phoenix Marketcity Mall,Vanaz Metro Station,18.6,XL,41.9,18.561,73.9169,18.5023,73.8074,Mall,Metro Station,Cloudy,Cold,,Moderate,Highway,0.0,Midday,Weekend,No,Normal,1/25/2025,187
Delhi,Saket (nearby),Cyber City Gurgaon,14.72,Sedan,32.8,28.5189,77.1967,28.4949,77.0891,Residential,IT Park,Cloudy,Pleasant,,Low,City Road,0.0,Midday,Weekday,Yes,Major Event,12/16/2025,30
Mumbai,St. Xavier's College (nearby),Dadar Railway Station (nearby),14.86,Mini,29.9,18.934,72.8319,19.0258,72.8425,College,Railway Station,Fog,Pleasant,,Low,City Road,0.0,Morning Rush,Weekend,No,Normal,12/27/2025,30
Pune,EON IT Park Kharadi,Phoenix Marketcity Mall,3.07,Bike,6.8,18.5515,73.9345,18.561,73.9169,IT Park,Mall,Clear,Cold,,Low,City Road,0.0,Evening,Weekday,No,Normal,6/24/2025,907
Delhi,Dwarka,Connaught Place,21.85,Bike,53.8,28.5921,77.046,28.6315,77.2167,Residential,Commercial,Cloudy,Very Hot,,High,Highway,4.0,Midday,Weekend,,Normal,8/16/2025,804
Mumbai,St. Xavier's College,Chhatrapati Shivaji Maharaj Intl Airport,18.03,Go,22.9,18.9467,72.8296,19.0896,72.8656,College,,Clear,Pleasant,,High,Expressway,0.0,Evening Rush,Weekday,Yes,Normal,10/2/2025,416
Bangalore,Koramangala 5th Block,Christ University,1.0,Bike,2.1,12.9352,77.6146,12.9345,77.6069,Residential,College,Cloudy,Pleasant,,Low,Rural Road,3.0,Midday,Weekday,Yes,Normal,5/8/2025,30
Delhi,Indira Gandhi International Airport,JNU,9.7,XL,31.0,28.5562,77.1,28.5383,77.1641,Airport,College,Clear,Hot,,High,City Road,0.0,Midday,Weekend,No,Normal,8/9/2025,502
Mumbai,Bandra,Chhatrapati Shivaji Maharaj Terminus,17.94,Sedan,41.7,19.0596,72.8295,18.9398,72.8355,Residential,Railway Station,Clear,Warm,,Low,City Road,1.0,Midday,Weekday,No,Normal,6/24/2025,30
Bangalore,Marathahalli,KSR Bangalore City Railway Station,19.97,Auto,85.8,12.9569,77.7011,12.9767,77.5713,Commercial,Railway Station,Cloudy,Cold,,Severe,City Road,1.0,Midday,Weekend,Yes,Festival,12/28/2025,399
Chennai,Chennai Central Railway Station (nearby),Anna University,12.87,Bike,62.4,13.0879,80.2578,13.0108,80.2353,Railway Station,College,Heavy Rain,Cold,Heavy,Severe,Highway,1.0,Late Night,Weekday,Yes,Normal,12/4/2025,2801
Chennai -> Pondicherry,"Koyambedu Bus Stand, Chennai",Pondicherry City Centre,179.19,XL,267.9,13.07,80.1959,11.9416,79.8083,Commercial,Residential,Cloudy,Hot,,High,Expressway,0.0,Evening Rush,Weekday,No,Normal,9/19/2025,6864
Hyderabad,Jubilee Hills,Jubilee Hills (nearby),1.67,XL,14.5,17.4326,78.4071,17.428,78.4169,Residential,,Clear,Pleasant,,Moderate,City Road,6.0,Morning Rush,Weekend,Yes,Normal,2/2/2025,30
Hyderabad,MGBS Bus Station,MGBS Bus Station (nearby),2.3,Bike,5.0,17.3753,78.4936,17.37,78.4989,Bus Stand,Bus Stand,Clear,Warm,,Low,City Road,2.0,Night,Weekday,No,Normal,11/11/2025,30
Pune,Aundh (nearby),Kalyani Nagar,14.5,Black,50.5,18.5589,73.8061,18.5474,73.9013,Residential,Residential,Cloudy,Warm,,High,City Road,0.0,Morning Rush,Weekday,No,Normal,7/30/2025,992
Chennai,Velachery,Anna University,5.58,Mini,12.8,12.9791,80.2211,13.0108,80.2353,Residential,College,Clear,Pleasant,,Moderate,Highway,3.0,Night,Weekday,No,Normal,8/26/2025,30
Bangalore,MG Road Metro Station,Orion Mall,9.71,SUV,28.1,12.9757,77.608,13.0108,77.5551,Metro Station,Mall,Clear,Pleasant,,High,City Road,1.0,Evening Rush,Weekday,No,Normal,8/22/2025,924
Bangalore,Manyata Tech Park (nearby),HSR Layout,18.11,Auto,77.5,13.0371,77.6323,12.9116,77.6474,IT Park,Residential,Heavy Rain,Cold,Heavy,Moderate,City Road,0.0,Midday,Weekday,No,Normal,4/14/2025,994
Delhi,Rohini (nearby),Noida Sector 62 IT Park,40.78,Auto,143.7,28.7601,77.0537,28.627,77.372,,IT Park,Rain,Cold,Light,Severe,Highway,1.0,Morning,Weekday,Yes,Festival,12/8/2025,3238
Mumbai,Andheri Metro Station,Thane,20.46,Bike,36.3,19.1197,72.8468,19.2183,72.9781,Metro Station,Residential,Rain,Pleasant,Moderate,Moderate,Highway,0.0,Night,Weekend,Yes,Festival,10/19/2025,1354
Bangalore,Kempegowda Bus Station (Majestic),RV College of Engineering,13.26,Auto,20.8,12.9767,77.5713,12.9237,77.4989,Bus Stand,College,Clear,Pleasant,,Moderate,Highway,0.0,Evening,Weekend,No,Normal,5/3/2025,703
Bangalore,Kempegowda Bus Station (Majestic),RV College of Engineering,11.67,Sedan,22.4,12.9767,77.5713,12.9237,77.4989,Bus Stand,College,Cloudy,Pleasant,,Moderate,Highway,3.0,Night,Weekend,Yes,Normal,2/16/2025,30
Pune,Fergusson College,Shivajinagar Railway Station (nearby),3.13,Bike,12.0,18.5236,73.838,18.5176,73.8609,College,Railway Station,Cloudy,Hot,,Low,City Road,2.0,Late Night,Weekday,No,Normal,7/31/2025,30
Pune,Shivajinagar Railway Station (nearby),Hadapsar,8.68,Sedan,16.3,18.5176,73.8609,18.5089,73.926,Railway Station,Commercial,Storm,Warm,Heavy,Low,City Road,1.0,Morning Rush,Weekend,Yes,Normal,3/22/2025,1795
Pune,Pimpri,Shivajinagar Railway Station,18.51,Go,53.0,18.6298,73.7997,18.5308,73.8475,Commercial,Railway Station,Clear,Warm,,Moderate,City Road,1.0,Midday,Weekday,No,Major Event,10/1/2025,30
Hyderabad,Ameerpet (nearby),Jubilee Hills (nearby),3.5,Bike,10.6,17.4472,78.434,17.428,78.4169,Commercial,Residential,Clear,Warm,,High,Highway,0.0,Morning Rush,Weekday,Yes,Normal,2/14/2025,30
Mumbai,Lower Parel (nearby),Andheri Metro Station (nearby),14.12,Bike,77.6,19.0089,72.8337,19.1056,72.8366,Commercial,Metro Station,Fog,Pleasant,,Severe,Expressway,0.0,Late Night,Weekend,Yes,Normal,6/28/2025,409
Chennai,Tidel Park (nearby),Adyar,1.0,Mini,2.1,13.002,80.2548,13.0064,80.2565,IT Park,Residential,Cloudy,Pleasant,,Low,City Road,0.0,Evening Rush,Weekday,No,Normal,2/10/2025,30
Delhi,Alwar City Centre,Delhi University North Campus,161.86,Premium,268.5,27.553,76.6346,28.6875,77.2094,Residential,College,Clear,Pleasant,,Moderate,Highway,4.0,Late Night,Weekday,No,Normal,11/14/2025,6600
Delhi,AIIMS Delhi,Rohini (nearby),32.12,Sedan,104.8,28.5672,77.21,28.7601,77.0537,Hospital,Residential,Clear,Warm,,High,Expressway,0.0,Morning Rush,Weekend,No,Normal,5/17/2025,994
Delhi,Connaught Place,Noida Sector 62 IT Park,23.26,Sedan,58.1,28.6315,77.2167,28.627,77.372,Commercial,IT Park,Cloudy,Very Hot,,Low,City Road,1.0,Midday,Weekend,Yes,Public Holiday,11/29/2025,30
Pune,Vanaz Metro Station,EON IT Park Kharadi,18.14,Mini,52.7,18.5023,73.8074,18.5515,73.9345,Metro Station,IT Park,Cloudy,Pleasant,,High,City Road,0.0,Late Night,Weekday,No,Normal,7/2/2025,1074
Bangalore,Koramangala,KSR Bangalore City Railway Station,8.42,Sedan,19.7,12.9352,77.6146,12.9767,77.5713,Residential,Railway Station,Cloudy,Pleasant,,Low,Rural Road,6.0,Late Night,Weekday,Yes,Public Holiday,12/17/2025,30
Bangalore,Jayanagar (nearby),HSR Layout,9.66,Auto,27.8,12.9392,77.5819,12.9116,77.6474,Residential,Residential,Cloudy,Pleasant,,Moderate,City Road,0.0,Midday,Weekend,No,Normal,10/12/2025,30
Pune,Sassoon General Hospital,Kalyani Nagar (nearby),5.73,XL,20.9,18.5195,73.8664,18.5525,73.8911,Hospital,Residential,Cloudy,Very Hot,,Moderate,City Road,1.0,Evening,Weekday,No,Normal,12/23/2025,1987
Pune,Shivajinagar Bus Stand,Ruby Hall Clinic,4.35,Black,11.5,18.5312,73.8494,18.5362,73.8785,Bus Stand,Hospital,Clear,Very Hot,,Low,City Road,0.0,Midday,Weekday,Yes,Major Event,8/26/2025,855
Bangalore,Orion Mall,Manipal Hospital Old Airport Road (nearby),13.58,Mini,48.5,13.0108,77.5551,12.9667,77.6281,Mall,Hospital,Clear,Hot,,High,City Road,0.0,Midday,Weekday,No,Normal,11/28/2025,596
Pune,Vanaz Metro Station,Camp (Pune Camp),9.48,Sedan,25.9,18.5023,73.8074,18.5122,73.8804,Metro Station,Commercial,Clear,Hot,,Low,City Road,0.0,Morning,Weekday,No,Normal,8/18/2025,1112
Pune,Seasons Mall Magarpatta,Pune Railway Station,7.72,Bike,10.3,18.5155,73.9294,18.5285,73.8744,Mall,Railway Station,Clear,Warm,,Low,Highway,0.0,Morning,Weekday,Yes,Public Holiday,4/1/2025,30
Pune,Sassoon General Hospital,Ruby Hall Clinic,2.92,Auto,13.7,18.5195,73.8664,18.5362,73.8785,Hospital,Hospital,Clear,Pleasant,,High,City Road,1.0,Night,Weekday,Yes,Normal,10/10/2025,398
Hyderabad,Banjara Hills,Ameerpet Metro Station,3.86,Mini,16.0,17.4156,78.4347,17.4374,78.4487,Residential,Metro Station,Cloudy,Very Hot,,Low,City Road,1.0,Midday,Weekend,Yes,Normal,6/22/2025,30
Mumbai -> Pune,Andheri,Hinjewadi IT Park Phase 1,131.99,Pool,138.9,19.1197,72.8468,18.5913,73.7389,Commercial,IT Park,Cloudy,Hot,,Low,Expressway,0.0,Midday,Weekday,No,Normal,,984
Pune,Aundh,Viman Nagar (nearby),12.42,XL,33.0,18.559,73.8077,18.5672,73.9114,Residential,Residential,Clear,Warm,,Moderate,City Road,0.0,Midday,Weekend,No,Normal,3/15/2025,30
Pune,Hinjewadi IT Park Phase 1,Savitribai Phule Pune University,12.67,Sedan,35.5,18.5913,73.7389,18.5529,73.8256,IT Park,College,Clear,Hot,,High,Highway,0.0,Evening Rush,Weekday,Yes,Normal,1/3/2025,999
Delhi,DLF Mall of India Noida,Dwarka,33.33,Sedan,47.2,28.5679,77.326,28.5921,77.046,Mall,Residential,Storm,Very Hot,Heavy,Low,Highway,4.0,Midday,Weekday,No,Normal,11/20/2025,3067
Pune -> Mumbai,Fergusson College,Chhatrapati Shivaji Maharaj Intl Airport,144.1,Mini,703.0,18.5236,73.838,19.0896,72.8656,College,Airport,Clear,Warm,,Severe,Expressway,6.0,Midday,Weekday,No,Normal,2/7/2025,4099
Chennai,Chennai Central Railway Station,Chennai International Airport (nearby),21.79,SUV,49.0,13.0827,80.2707,12.9908,80.1721,Railway Station,Airport,Clear,Pleasant,,Moderate,City Road,0.0,Morning Rush,Weekday,No,Normal,12/29/2025,669
Bangalore,Christ University (nearby),HSR Layout,7.71,Sedan,18.6,12.9233,77.5945,12.9116,77.6474,College,Residential,Rain,Pleasant,Light,High,Highway,0.0,Evening,Weekday,Yes,Festival,10/22/2025,1500
Bangalore,Manipal Hospital Old Airport Road,Koramangala 5th Block,4.59,Mini,9.6,12.9583,77.6408,12.9352,77.6146,Hospital,Residential,Clear,Hot,,Low,Highway,0.0,Late Night,,No,Normal,7/6/2025,30
Pune,Phoenix Marketcity Mall,Viman Nagar,1.0,Bike,2.0,18.561,73.9169,18.5679,73.9143,Mall,Residential,Fog,Pleasant,,Low,Highway,1.0,Midday,Weekday,Yes,Normal,7/22/2025,30
Hyderabad,Gachibowli IT Park (nearby),Inorbit Mall HITEC City (nearby),9.3,Auto,20.0,17.4298,78.3343,17.425,78.3943,IT Park,Mall,Heavy Rain,Pleasant,Moderate,Moderate,City Road,0.0,Late Night,Weekend,No,Normal,8/17/2025,1638
Bangalore,Malleswaram,Koramangala,10.38,Mini,21.0,13.0037,77.573,12.9352,77.6146,Residential,Residential,Clear,Pleasant,,Low,Highway,1.0,Late Night,Weekday,Yes,Normal,9/29/2025,30
Mumbai,Andheri Metro Station (nearby),Lilavati Hospital Bandra,6.61,Sedan,18.9,19.1056,72.8366,19.0509,72.8259,Metro Station,Hospital,Rain,Cold,Heavy,High,City Road,1.0,Evening Rush,Weekend,Yes,Normal,6/15/2025,1343
Bangalore,Koramangala (nearby),Jayanagar,,Bike,6.1,12.9382,77.6054,12.925,77.5938,Residential,Residential,Cloudy,Cold,,Moderate,Highway,0.0,Midday,Weekday,No,Normal,7/4/2025,30
Mumbai,Borivali Bus Depot,Virar,30.39,Sedan,28.6,19.2298,72.857,19.455,72.8112,Bus Stand,Residential,Clear,Pleasant,,Low,Expressway,0.0,Late Night,Weekend,Yes,Normal,7/6/2025,30
Mumbai,Worli,Worli (nearby),2.76,Bike,14.2,19.0176,72.8162,19.032,72.805,Residential,Residential,Fog,Pleasant,,Severe,City Road,0.0,Morning Rush,Weekday,No,Normal,1/3/2025,1196
Hyderabad,HITEC City,Warangal City Centre,188.93,Bike,208.2,17.4483,78.3915,17.9689,79.5941,IT Park,Residential,Clear,Very Hot,,Moderate,Expressway,2.0,Evening,Weekend,Yes,Normal,6/28/2025,3023
Hyderabad,Banjara Hills,Inorbit Mall HITEC City,8.44,Sedan,17.1,17.4156,78.4347,17.4344,78.3821,Residential,Mall,Clear,Cold,,Low,Rural Road,0.0,Night,Weekday,No,Normal,11/7/2025,115
Bangalore,Byappanahalli Metro Station,Kempegowda Bus Station (Majestic),9.33,Mini,17.4,12.9915,77.6376,12.9767,77.5713,Metro Station,Bus Stand,Rain,Pleasant,Heavy,Low,Expressway,0.0,Morning Rush,Weekend,Yes,Public Holiday,2/16/2025,115
Bangalore,Tumkur City Centre,Christ University (nearby),90.79,Sedan,185.4,13.3379,77.1173,12.9233,77.5945,Residential,College,Cloudy,Pleasant,,Low,Highway,4.0,Night,Weekday,No,Normal,9/12/2025,1850
Hyderabad,Forum Sujana Mall Kukatpally,Gachibowli IT Park,10.24,Auto,34.4,17.493,78.4085,17.4401,78.3489,Mall,IT Park,Clear,Hot,,Moderate,City Road,1.0,Midday,Weekday,No,Normal,9/16/2025,30
Chennai,Koyambedu (CMBT) Bus Stand,Express Avenue Mall,9.78,Bike,30.5,13.07,80.1959,13.0594,80.2599,Bus Stand,Mall,Storm,Pleasant,Heavy,Moderate,City Road,0.0,Morning Rush,Weekday,No,Normal,11/17/2025,2488
Chennai,Chennai International Airport (nearby),Chennai Central Railway Station (nearby),17.34,Pool,65.9,12.9908,80.1721,13.0879,80.2578,Airport,Railway Station,Cloudy,Pleasant,,High,,3.0,Late Night,Weekday,Yes,Normal,10/16/2025,125
Mumbai,Chhatrapati Shivaji Maharaj Terminus (nearby),Virar,71.04,Mini,394.6,18.9296,72.8438,19.455,72.8112,Railway Station,Residential,Clear,Pleasant,,Severe,Expressway,3.0,Midday,Weekday,No,Normal,6/18/2025,2133
Pune,Savitribai Phule Pune University (nearby),Hadapsar,15.38,Auto,49.3,18.5521,73.8189,18.5089,73.926,College,Commercial,Clear,Pleasant,,Moderate,City Road,0.0,Morning Rush,Weekend,No,Normal,5/24/2025,69
Bangalore,Koramangala,Narayana Health City,22.32,Bike,48.1,12.9352,77.6146,12.8107,77.6858,Residential,Hospital,Rain,Pleasant,Light,Low,Highway,0.0,Evening Rush,Weekday,Yes,Normal,3/28/2025,30
Mumbai,Bandra,Andheri,8.79,Mini,23.1,19.0596,72.8295,19.1197,72.8468,Residential,Commercial,Cloudy,Pleasant,,Low,City Road,1.0,Late Night,Weekend,Yes,Normal,8/9/2025,30
Hyderabad,Kukatpally,Secunderabad Railway Station,14.32,Sedan,31.6,17.4849,78.4138,17.4344,78.5017,Residential,Railway Station,Rain,Pleasant,Heavy,Low,City Road,0.0,Morning Rush,Weekend,Yes,Normal,4/27/2025,98
Chennai,Koyambedu (CMBT) Bus Stand,Apollo Hospital Greams Road,7.93,Mini,16.6,13.07,80.1959,13.0604,80.2496,Bus Stand,Hospital,Clear,Pleasant,,Low,City Road,2.0,Night,Weekend,Yes,Normal,12/20/2025,30
Delhi,JNU,Alwar City Centre,156.69,SUV,401.0,28.5383,77.1641,27.553,76.6346,College,Residential,Fog,Pleasant,,Moderate,Expressway,0.0,Late Night,Weekday,No,Normal,4/2/2025,5398
Delhi,Cyber City Gurgaon,Max Hospital Saket,19.08,Mini,51.2,28.4949,77.0891,28.5273,77.215,IT Park,Hospital,Cloudy,Cold,,Low,City Road,2.0,Late Night,Weekday,No,Normal,9/3/2025,547
Bangalore,KSR Bangalore City Railway Station,RV College of Engineering,14.89,SUV,65.8,12.9767,77.5713,12.9237,77.4989,Railway Station,College,Cloudy,Very Hot,,High,City Road,3.0,Midday,Weekday,Yes,Normal,7/16/2025,1658
Pune,Koregaon Park,Civil Court Metro Station,4.8,Mini,9.4,18.5362,73.8938,18.53,73.856,Residential,Metro Station,Fog,Pleasant,,Low,Expressway,0.0,Evening Rush,Weekday,Yes,Normal,9/22/2025,30
Mumbai,Dadar Railway Station (nearby),Malad,24.19,Mini,109.6,19.0258,72.8425,19.1875,72.8489,Railway Station,Residential,Clear,Warm,,Severe,City Road,2.0,Evening Rush,Weekday,Yes,Festival,7/11/2025,1891
Delhi,Saket (nearby),DLF Mall of India Noida,17.27,Sedan,45.8,28.5189,77.1967,28.5679,77.326,Residential,Mall,Clear,Hot,,High,Expressway,0.0,Late Night,Weekday,Yes,Normal,7/8/2025,905
Pune,Seasons Mall Magarpatta,EON IT Park Kharadi,5.01,Bike,11.3,18.5155,73.9294,18.5515,73.9345,Mall,IT Park,Clear,Warm,,Moderate,Highway,0.0,Evening Rush,Weekday,No,Normal,4/21/2025,30
Hyderabad,Warangal City Centre,Inorbit Mall HITEC City,170.24,Bike,584.8,17.9689,79.5941,17.4344,78.3821,Residential,Mall,Fog,Pleasant,,Moderate,Rural Road,1.0,Late Night,Weekday,Yes,Normal,5/22/2025,2104
Pune,Pune Railway Station,Sassoon General Hospital,2.19,Sedan,5.8,18.5285,73.8744,18.5195,73.8664,Railway Station,Hospital,Cloudy,Cold,,Moderate,City Road,0.0,Midday,Weekday,No,Normal,2/25/2025,30
Chennai,OMR IT Corridor Sholinganallur,Chennai Central Railway Station,27.1,Bike,157.0,12.901,80.2279,13.0827,80.2707,IT Park,Railway Station,Cloudy,Cold,,Severe,City Road,0.0,Late Night,Weekday,Yes,Normal,3/25/2025,1437
Chennai,Express Avenue Mall,Koyambedu (CMBT) Bus Stand,9.95,Sedan,26.9,13.0594,80.2599,13.07,80.1959,Mall,Bus Stand,Cloudy,Pleasant,,Moderate,Highway,0.0,Late Night,Weekday,Yes,Festival,8/19/2025,326
Delhi,DLF Mall of India Noida,Vasant Kunj,24.87,Black,62.6,28.5679,77.326,28.52,77.159,Mall,Residential,Cloudy,Pleasant,,Moderate,Highway,0.0,Morning Rush,Weekday,No,Normal,1/6/2025,1015
Pune,Seasons Mall Magarpatta,Hinjewadi IT Park Phase 2,29.84,Sedan,89.5,18.5155,73.9294,18.585,73.7307,Mall,IT Park,Clear,Warm,,High,Rural Road,4.0,Morning,Weekday,No,Normal,2/5/2025,1930
Chennai,Anna Nagar,T Nagar,6.1,Auto,13.1,13.085,80.2101,13.0418,80.2341,Residential,Commercial,Rain,Cold,Heavy,Low,Expressway,0.0,Night,Weekday,No,Normal,4/7/2025,821
Pune,Magarpatta Cybercity,Phoenix Marketcity Mall (nearby),6.09,Mini,15.7,18.5158,73.9291,18.5544,73.9268,IT Park,Mall,Clear,Pleasant,,Moderate,Highway,2.0,Evening Rush,Weekday,No,Major Event,5/23/2025,220
Delhi,Select Citywalk Mall Saket (nearby),Anand Vihar ISBT,17.82,Auto,48.0,28.5408,77.233,28.6469,77.3152,Mall,Bus Stand,Rain,Cold,Light,Moderate,Expressway,0.0,Late Night,Weekday,No,Normal,10/3/2025,50
Mumbai,Lower Parel (nearby),Borivali,31.17,Auto,63.7,19.0089,72.8337,19.2307,72.8567,Commercial,Residential,Cloudy,Warm,,Low,City Road,0.0,Morning Rush,Weekend,No,Normal,3/22/2025,30
Bangalore,Electronic City,Koramangala,13.48,Bike,44.8,12.8452,77.6602,12.9352,77.6146,IT Park,Residential,Clear,Pleasant,,High,Highway,0.0,Midday,Weekday,No,Normal,12/29/2025,30
Mumbai -> Pune,Worli,FC Road,141.2,Sedan,159.8,19.0176,72.8162,18.5236,73.8412,Residential,Commercial,Cloudy,Pleasant,,Moderate,Expressway,1.0,Morning Rush,Weekday,No,Normal,4/16/2025,3474
Delhi,Delhi University North Campus,Vasant Kunj (nearby),28.7,Auto,68.3,28.6875,77.2094,28.5143,77.1618,College,Residential,Clear,Warm,,Low,City Road,0.0,Late Night,Weekday,Yes,Normal,12/19/2025,30
